part,wage_from,wage_to,employer,employee,total
E,14800.01,14900.00,596.00,0.00,596.00
E,14900.01,15000.00,600.00,0.00,600.00
E,15000.01,15100.00,604.00,0.00,604.00
E,15100.01,15200.00,608.00,0.00,608.00
E,15200.01,15300.00,612.00,0.00,612.00
E,15300.01,15400.00,616.00,0.00,616.00
E,15400.01,15500.00,620.00,0.00,620.00
E,15500.01,15600.00,624.00,0.00,624.00
E,15600.01,15700.00,628.00,0.00,628.00
E,15700.01,15800.00,632.00,0.00,632.00
E,15800.01,15900.00,636.00,0.00,636.00
E,15900.01,16000.00,640.00,0.00,640.00
E,16000.01,16100.00,644.00,0.00,644.00
E,16100.01,16200.00,648.00,0.00,648.00
E,16200.01,16300.00,652.00,0.00,652.00
E,16300.01,16400.00,656.00,0.00,656.00
E,16400.01,16500.00,660.00,0.00,660.00
E,16500.01,16600.00,664.00,0.00,664.00
E,16600.01,16700.00,668.00,0.00,668.00
E,16700.01,16800.00,672.00,0.00,672.00
E,16800.01,16900.00,676.00,0.00,676.00
E,16900.01,17000.00,680.00,0.00,680.00
E,17000.01,17100.00,684.00,0.00,684.00
E,17100.01,17200.00,688.00,0.00,688.00
E,17200.01,17300.00,692.00,0.00,692.00
E,17300.01,17400.00,696.00,0.00,696.00
E,17400.01,17500.00,700.00,0.00,700.00
E,17500.01,17600.00,704.00,0.00,704.00
E,17600.01,17700.00,708.00,0.00,708.00
E,17700.01,17800.00,712.00,0.00,712.00
E,17800.01,17900.00,716.00,0.00,716.00
E,17900.01,18000.00,720.00,0.00,720.00
E,18000.01,18100.00,724.00,0.00,724.00
E,18100.01,18200.00,728.00,0.00,728.00
E,18200.01,18300.00,732.00,0.00,732.00
E,18300.01,18400.00,736.00,0.00,736.00
E,18400.01,18500.00,740.00,0.00,740.00
E,18500.01,18600.00,744.00,0.00,744.00
E,18600.01,18700.00,748.00,0.00,748.00
E,18700.01,18800.00,752.00,0.00,752.00
E,18800.01,18900.00,756.00,0.00,756.00
E,18900.01,19000.00,760.00,0.00,760.00
E,19000.01,19100.00,764.00,0.00,764.00
E,19100.01,19200.00,768.00,0.00,768.00
E,19200.01,19300.00,772.00,0.00,772.00
E,19300.01,19400.00,776.00,0.00,776.00
E,19400.01,19500.00,780.00,0.00,780.00
E,19500.01,19600.00,784.00,0.00,784.00
E,19600.01,19700.00,788.00,0.00,788.00
E,19700.01,19800.00,792.00,0.00,792.00
E,19800.01,19900.00,796.00,0.00,796.00
E,19900.01,20000.00,800.00,0.00,800.00
